  time [s] theta [rad]  thetadot [rad/s]    k_energy    p_energy   total_energy
   8.67000    -0.23645          -1.47487     1.08762     0.27295        1.36056
   8.68000    -0.25096          -1.45167     1.05368     0.30731        1.36099
   8.69000    -0.26523          -1.42705     1.01824     0.34304        1.36128
   8.70000    -0.27924          -1.40103     0.98145     0.38000        1.36144
   8.71000    -0.29298          -1.37364     0.94344     0.41803        1.36147
   8.72000    -0.30643          -1.34490     0.90438     0.45698        1.36136
   8.73000    -0.31958          -1.31484     0.86440     0.49670        1.36110
   8.74000    -0.33241          -1.28349     0.82367     0.53702        1.36069
   8.75000    -0.34492          -1.25088     0.78235     0.57779        1.36013
   8.76000    -0.35709          -1.21704     0.74059     0.61884        1.35943
   8.77000    -0.36891          -1.18201     0.69857     0.66001        1.35859
   8.78000    -0.38037          -1.14582     0.65645     0.70114        1.35760
   8.79000    -0.39145          -1.10851     0.61439     0.74208        1.35647
   8.80000    -0.40216          -1.07010     0.57256     0.78265        1.35521
   8.81000    -0.41246          -1.03065     0.53112     0.82270        1.35382
   8.82000    -0.42236          -0.99019     0.49024     0.86208        1.35232
   8.83000    -0.43185          -0.94876     0.45007     0.90063        1.35070
   8.84000    -0.44092          -0.90639     0.41077     0.93821        1.34899
   8.85000    -0.44955          -0.86314     0.37250     0.97468        1.34718
   8.86000    -0.45774          -0.81904     0.33541     1.00989        1.34530
   8.87000    -0.46548          -0.77413     0.29964     1.04372        1.34336
   8.88000    -0.47276          -0.72847     0.26533     1.07602        1.34136
   8.89000    -0.47958          -0.68209     0.23262     1.10670        1.33932
   8.90000    -0.48593          -0.63504     0.20164     1.13562        1.33726
   8.91000    -0.49181          -0.58737     0.17250     1.16268        1.33518
   8.92000    -0.49720          -0.53913     0.14533     1.18778        1.33311
   8.93000    -0.50210          -0.49035     0.12022     1.21083        1.33105
   8.94000    -0.50651          -0.44110     0.09728     1.23173        1.32902
   8.95000    -0.51043          -0.39141     0.07660     1.25043        1.32703
   8.96000    -0.51384          -0.34133     0.05825     1.26684        1.32509
   8.97000    -0.51675          -0.29093     0.04232     1.28090        1.32322
   8.98000    -0.51915          -0.24023     0.02886     1.29257        1.32142
   8.99000    -0.52105          -0.18930     0.01792     1.30180        1.31972
   9.00000    -0.52243          -0.13819     0.00955     1.30855        1.31810
   9.01000    -0.52330          -0.08694     0.00378     1.31281        1.31659
   9.02000    -0.52365          -0.03560     0.00063     1.31456        1.31519
   9.03000    -0.52350           0.01577     0.00012     1.31379        1.31391
   9.04000    -0.52282           0.06712     0.00225     1.31050        1.31275
   9.05000    -0.52164           0.11841     0.00701     1.30470        1.31171
   9.06000    -0.51994           0.16958     0.01438     1.29642        1.31080
   9.07000    -0.51774           0.22059     0.02433     1.28569        1.31002
   9.08000    -0.51502           0.27138     0.03682     1.27255        1.30937
   9.09000    -0.51181           0.32190     0.05181     1.25704        1.30885
   9.10000    -0.50808           0.37211     0.06923     1.23922        1.30845
   9.11000    -0.50387           0.42195     0.08902     1.21916        1.30818
   9.12000    -0.49915           0.47138     0.11110     1.19693        1.30803
   9.13000    -0.49395           0.52035     0.13538     1.17261        1.30799
   9.14000    -0.48826           0.56881     0.16177     1.14629        1.30806
   9.15000    -0.48209           0.61671     0.19016     1.11808        1.30824
   9.16000    -0.47545           0.66400     0.22045     1.08807        1.30852
   9.17000    -0.46835           0.71064     0.25251     1.05638        1.30889
   9.18000    -0.46078           0.75659     0.28621     1.02313        1.30934
   9.19000    -0.45276           0.80179     0.32143     0.98844        1.30987
   9.20000    -0.44430           0.84620     0.35803     0.95244        1.31047
   9.21000    -0.43540           0.88979     0.39586     0.91527        1.31113
   9.22000    -0.42608           0.93250     0.43478     0.87707        1.31185
   9.23000    -0.41633           0.97430     0.47463     0.83800        1.31263
   9.24000    -0.40618           1.01514     0.51526     0.79819        1.31344
   9.25000    -0.39563           1.05499     0.55650     0.75780        1.31430
   9.26000    -0.38470           1.09380     0.59820     0.71699        1.31519
   9.27000    -0.37338           1.13154     0.64019     0.67591        1.31610
   9.28000    -0.36170           1.16817     0.68231     0.63473        1.31704
   9.29000    -0.34966           1.20365     0.72439     0.59362        1.31800
   9.30000    -0.33728           1.23795     0.76626     0.55272        1.31898
   9.31000    -0.32457           1.27104     0.80777     0.51221        1.31998
   9.32000    -0.31154           1.30288     0.84875     0.47224        1.32099
   9.33000    -0.29821           1.33344     0.88904     0.43297        1.32201
   9.34000    -0.28458           1.36270     0.92847     0.39457        1.32304
   9.35000    -0.27068           1.39062     0.96691     0.35718        1.32408
   9.36000    -0.25650           1.41717     1.00418     0.32095        1.32514
   9.37000    -0.24208           1.44233     1.04016     0.28605        1.32621
   9.38000    -0.22742           1.46608     1.07469     0.25259        1.32729
   9.39000    -0.21254           1.48839     1.10765     0.22073        1.32838
   9.40000    -0.19744           1.50924     1.13890     0.19060        1.32950
   9.41000    -0.18216           1.52861     1.16832     0.16230        1.33063
   9.42000    -0.16669           1.54648     1.19580     0.13598        1.33177
   9.43000    -0.15106           1.56283     1.22122     0.11172        1.33294
   9.44000    -0.13529           1.57765     1.24449     0.08964        1.33413
   9.45000    -0.11938           1.59092     1.26552     0.06982        1.33533
   9.46000    -0.10335           1.60263     1.28422     0.05235        1.33656
   9.47000    -0.08722           1.61277     1.30052     0.03729        1.33781
   9.48000    -0.07101           1.62133     1.31435     0.02472        1.33908
   9.49000    -0.05473           1.62829     1.32567     0.01469        1.34036
   9.50000    -0.03839           1.63366     1.33443     0.00723        1.34166
   9.51000    -0.02202           1.63743     1.34059     0.00238        1.34297
   9.52000    -0.00562           1.63959     1.34413     0.00015        1.34428
   9.53000     0.01078           1.64014     1.34503     0.00057        1.34560
   9.54000     0.02717           1.63908     1.34330     0.00362        1.34692
   9.55000     0.04354           1.63642     1.33893     0.00930        1.34823
   9.56000     0.05986           1.63215     1.33195     0.01757        1.34952
   9.57000     0.07612           1.62628     1.32239     0.02841        1.35079
   9.58000     0.09231           1.61881     1.31027     0.04176        1.35203
   9.59000     0.10840           1.60975     1.29565     0.05759        1.35324
   9.60000     0.12440           1.59912     1.27859     0.07580        1.35439
   9.61000     0.14027           1.58691     1.25915     0.09634        1.35549
   9.62000     0.15600           1.57315     1.23741     0.11912        1.35653
   9.63000     0.17158           1.55785     1.21345     0.14404        1.35749
   9.64000     0.18699           1.54102     1.18737     0.17100        1.35837
   9.65000     0.20221           1.52268     1.15927     0.19988        1.35915
   9.66000     0.21724           1.50284     1.12926     0.23058        1.35984
   9.67000     0.23206           1.48153     1.09746     0.26295        1.36041
   9.68000     0.24664           1.45876     1.06400     0.29688        1.36087
   9.69000     0.26099           1.43457     1.02899     0.33221        1.36121
   9.70000     0.27508           1.40896     0.99259     0.36882        1.36141
   9.71000     0.28890           1.38198     0.95493     0.40654        1.36148
   9.72000     0.30244           1.35364     0.91617     0.44524        1.36140
   9.73000     0.31567           1.32397     0.87645     0.48474        1.36119
   9.74000     0.32860           1.29300     0.83593     0.52490        1.36083
   9.75000     0.34121           1.26077     0.79477     0.56555        1.36032
   9.76000     0.35349           1.22729     0.75312     0.60653        1.35966
   9.77000     0.36541           1.19262     0.71117     0.64769        1.35885
   9.78000     0.37698           1.15677     0.66906     0.68885        1.35791
   9.79000     0.38818           1.11979     0.62696     0.72986        1.35682
   9.80000     0.39899           1.08171     0.58505     0.77055        1.35560
   9.81000     0.40942           1.04257     0.54347     0.81078        1.35425
   9.82000     0.41944           1.00240     0.50240     0.85037        1.35278
   9.83000     0.42906           0.96125     0.46200     0.88919        1.35120
   9.84000     0.43825           0.91916     0.42243     0.92708        1.34951
   9.85000     0.44701           0.87617     0.38384     0.96389        1.34773
   9.86000     0.45533           0.83232     0.34638     0.99950        1.34587
   9.87000     0.46321           0.78765     0.31020     1.03375        1.34395
   9.88000     0.47063           0.74221     0.27544     1.06652        1.34196
   9.89000     0.47759           0.69604     0.24224     1.09770        1.33993
   9.90000     0.48408           0.64919     0.21072     1.12715        1.33788
   9.91000     0.49010           0.60170     0.18102     1.15478        1.33580
   9.92000     0.49564           0.55362     0.15325     1.18048        1.33373
   9.93000     0.50069           0.50500     0.12751     1.20415        1.33166
   9.94000     0.50525           0.45588     0.10391     1.22571        1.32962
   9.95000     0.50931           0.40632     0.08255     1.24507        1.32762
   9.96000     0.51287           0.35636     0.06349     1.26217        1.32566
   9.97000     0.51593           0.30604     0.04683     1.27694        1.32377
   9.98000     0.51849           0.25543     0.03262     1.28933        1.32195
   9.99000     0.52053           0.20457     0.02092     1.29929        1.32022
  10.00000     0.52207           0.15350     0.01178     1.30679        1.31857
  10.01000     0.52309           0.10229     0.00523     1.31180        1.31703
